"","CONTROL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","CVE_AGEB","CVE_MZA","TERRENOS","SUP_TOTAL"
"5284","07017011-8008","07","Chiapas","017","Cintalapa","011-8","008","2",700.9625
"5285","07065020-4001","07","Chiapas","065","Palenque","020-4","001","135",1074.0417
"5286","07048004-4002","07","Chiapas","048","Juárez","004-4","002","3",492.3421
"5287","07118002-1032","07","Chiapas","118","San Andrés Duraznal","002-1","032","12",99.9585
"5288","07038004-8006","07","Chiapas","038","Huixtán","004-8","006","42",185.955
"5289","07059001-4006","07","Chiapas","059","Ocosingo","001-4","006","4",105.58
"5290","07012003-7007","07","Chiapas","012","Berriozábal","003-7","007","81",210.9986
"5291","07065018-7010","07","Chiapas","065","Palenque","018-7","010","17",17.1092
"5292","07008004-9008","07","Chiapas","008","Angel Albino Corzo","004-9","008","8",183.9888
"5293","07077009-9007","07","Chiapas","077","Salto de Agua","009-9","007","17",681.4235
"5294","07102002-1007","07","Chiapas","102","Tuxtla Chico","002-1","007","435",292.2408
"5295","07097013-8008","07","Chiapas","097","Tonalá","013-8","008","21",882.1225
"5296","07051012-4022","07","Chiapas","051","Mapastepec","012-4","022","13",814.8137
"5297","07017016-0009","07","Chiapas","017","Cintalapa","016-0","009","3",2377.8196
"5298","07077002-7011","07","Chiapas","077","Salto de Agua","002-7","011","11",787.3537
"5299","07004010-5001","07","Chiapas","004","Altamirano","010-5","001","1",1183.3903
"5300","07051013-9012","07","Chiapas","051","Mapastepec","013-9","012","5",935.8587
"5301","07031014-0001","07","Chiapas","031","Chilón","014-0","001","7",2407.9804
"5302","07051010-5013","07","Chiapas","051","Mapastepec","010-5","013","40",1275.1928
"5303","07027003-A014","07","Chiapas","027","Chiapa de Corzo","003-A","014","60",236.7141
"5304","07102002-1015","07","Chiapas","102","Tuxtla Chico","002-1","015","118",663.6662
"5305","07054003-7017","07","Chiapas","054","Mazatán","003-7","017","3",917.8647
"5306","07030007-3002","07","Chiapas","030","Chicomuselo","007-3","002","811",5123.3102
"5307","07069014-8017","07","Chiapas","069","Pijijiapan","014-8","017","37",352.1199
"5308","07079006-A017","07","Chiapas","079","San Fernando","006-A","017","41",195.5947
"5309","07001004-8028","07","Chiapas","001","Acacoyagua","004-8","028","3",30.9813
"5310","07046016-2001","07","Chiapas","046","Jiquipilas","016-2","001","11",933.46
"5311","07059098-9001","07","Chiapas","059","Ocosingo","098-9","001","1",10249.4356
"5312","07026004-7004","07","Chiapas","026","Chenalhó","004-7","004","208",938.8913
"5313","07065022-3001","07","Chiapas","065","Palenque","022-3","001","4",164.8851
"5314","07083006-2001","07","Chiapas","083","Socoltenango","006-2","001","727",2614.4916
"5315","07104004-5001","07","Chiapas","104","Tzimol","004-5","001","2",31.0014
"5316","07108026-0006","07","Chiapas","108","Villaflores","026-0","006","125",845.3241
"5317","07068008-5003","07","Chiapas","068","Pichucalco","008-5","003","30",309.3698
"5318","07068004-7002","07","Chiapas","068","Pichucalco","004-7","002","25",946.3404
"5319","07011002-5003","07","Chiapas","011","Bella Vista","002-5","003","65",90.324
"5320","07102003-6004","07","Chiapas","102","Tuxtla Chico","003-6","004","236",798.0001
"5321","07081002-A008","07","Chiapas","081","Simojovel","002-A","008","23",43.5758
"5322","07039001-1005","07","Chiapas","039","Huitiupán","001-1","005","125",1849.675
"5323","07066002-3006","07","Chiapas","066","Pantelhó","002-3","006","40",295.3075
"5324","07059013-7005","07","Chiapas","059","Ocosingo","013-7","005","17",388.7934
"5325","07069013-3006","07","Chiapas","069","Pijijiapan","013-3","006","62",1354.5644
"5326","07092015-0008","07","Chiapas","092","Tecpatán","015-0","008","6",377.4565
"5327","07071003-8006","07","Chiapas","071","Villa Comaltitlán","003-8","006","58",279.7462
"5328","07007001-8009","07","Chiapas","007","Amatenango del Valle","001-8","009","1",134.2084
"5329","07096013-0005","07","Chiapas","096","Tila","013-0","005","6",16.3434
"5330","07098001-2006","07","Chiapas","098","Totolapa","001-2","006","11",444.108
"5331","07108009-7006","07","Chiapas","108","Villaflores","009-7","006","461",1421.2394
"5332","07065017-2007","07","Chiapas","065","Palenque","017-2","007","133",987.8714
"5333","07080009-4012","07","Chiapas","080","Siltepec","009-4","012","36",377.3463
"5334","07108010-A007","07","Chiapas","108","Villaflores","010-A","007","16",839.1591
"5335","07004006-9013","07","Chiapas","004","Altamirano","006-9","013","2",631.3339
"5336","07020021-7009","07","Chiapas","020","La Concordia","021-7","009","21",1070.9638
"5337","07023003-0009","07","Chiapas","023","Chamula","003-0","009","13",3.3332
"5338","07097018-0009","07","Chiapas","097","Tonalá","018-0","009","21",449.1858
"5339","07008006-8010","07","Chiapas","008","Angel Albino Corzo","006-8","010","7",57.5689
"5340","07046006-9010","07","Chiapas","046","Jiquipilas","006-9","010","4",503.354
"5341","07069011-4010","07","Chiapas","069","Pijijiapan","011-4","010","5",1.4077
"5342","07065025-7011","07","Chiapas","065","Palenque","025-7","011","43",292.4606
"5343","07001003-3016","07","Chiapas","001","Acacoyagua","003-3","016","60",388.703
"5344","07080009-4007","07","Chiapas","080","Siltepec","009-4","007","16",1021.6384
"5345","07077013-5011","07","Chiapas","077","Salto de Agua","013-5","011","86",859.8289
"5346","07046016-2016","07","Chiapas","046","Jiquipilas","016-2","016","3",184.5079
"5347","07111002-0016","07","Chiapas","111","Zinacantán","002-0","016","47",286.841
"5348","07004006-9019","07","Chiapas","004","Altamirano","006-9","019","176",379.632
"5349","07097016-1008","07","Chiapas","097","Tonalá","016-1","008","8",179.3596
"5350","07099024-0021","07","Chiapas","099","La Trinitaria","024-0","021","313",509.386
"5351","07104003-0004","07","Chiapas","104","Tzimol","003-0","004","1",21.0432
"5352","07099012-8026","07","Chiapas","099","La Trinitaria","012-8","026","47",51.5062
"5353","07106015-8002","07","Chiapas","106","Venustiano Carranza","015-8","002","110",6300.8936
"5354","07099022-1026","07","Chiapas","099","La Trinitaria","022-1","026","45",144.1943
"5355","07048004-4001","07","Chiapas","048","Juárez","004-4","001","8",677.9727
"5356","07020011-3003","07","Chiapas","020","La Concordia","011-3","003","24",179.2528
"5357","07059050-8001","07","Chiapas","059","Ocosingo","050-8","001","33",12879.8882
"5358","07065012-A009","07","Chiapas","065","Palenque","012-A","009","6",1014.549
"5359","07106009-2001","07","Chiapas","106","Venustiano Carranza","009-2","001","115",1884.6775
"5360","07108007-8001","07","Chiapas","108","Villaflores","007-8","001","4",3221.1709
"5361","07093002-0009","07","Chiapas","093","Tenejapa","002-0","009","40",57.6
"5362","07110002-3001","07","Chiapas","110","San Lucas","002-3","001","72",84.4632
"5363","07107008-5009","07","Chiapas","107","Villa Corzo","008-5","009","1",9.9379
"5364","07108009-7002","07","Chiapas","108","Villaflores","009-7","002","19",832.9299
"5365","07099012-8010","07","Chiapas","099","La Trinitaria","012-8","010","123",463.218
"5366","07106014-3003","07","Chiapas","106","Venustiano Carranza","014-3","003","72",3046.0812
"5367","07101049-0004","07","Chiapas","101","Tuxtla Gutiérrez","049-0","004","11",560.846
"5368","07059005-2008","07","Chiapas","059","Ocosingo","005-2","008","18",649.5138
"5369","07075004-1009","07","Chiapas","075","Las Rosas","004-1","009","57",48.849
"5370","07002003-0005","07","Chiapas","002","Acala","003-0","005","16",880.4724
"5371","07065007-9011","07","Chiapas","065","Palenque","007-9","011","10",27.5148
"5372","07103002-9005","07","Chiapas","103","Tuzantán","002-9","005","66",712.0653
"5373","07052027-8007","07","Chiapas","052","Las Margaritas","027-8","007","145",1112.264
"5374","07069010-A001","07","Chiapas","069","Pijijiapan","010-A","001","6",279.4888
"5375","07062005-8008","07","Chiapas","062","Ostuacán","005-8","008","26",1213.8175
"5376","07107018-9019","07","Chiapas","107","Villa Corzo","018-9","019","7",158.1343
"5377","07077009-9011","07","Chiapas","077","Salto de Agua","009-9","011","13",388.5573
"5378","07048008-2012","07","Chiapas","048","Juárez","008-2","012","6",166.1955
"5379","07099012-8011","07","Chiapas","099","La Trinitaria","012-8","011","121",475.153
"5380","07107026-3012","07","Chiapas","107","Villa Corzo","026-3","012","75",539.9346
"5381","07046013-9014","07","Chiapas","046","Jiquipilas","013-9","014","23",41.2534
"5382","07035001-2015","07","Chiapas","035","Frontera Hidalgo","001-2","015","50",751.325
"5383","07061015-4015","07","Chiapas","061","Ocozocoautla de Espinosa","015-4","015","4",589.9105
"5384","07012004-1016","07","Chiapas","012","Berriozábal","004-1","016","8",605.238
"5385","07017014-1016","07","Chiapas","017","Cintalapa","014-1","016","19",76.5632
"5386","07017022-6018","07","Chiapas","017","Cintalapa","022-6","018","37",154.2975
"5387","07019009-5018","07","Chiapas","019","Comitán de Domínguez","009-5","018","1",121.1734
"5388","07027006-3022","07","Chiapas","027","Chiapa de Corzo","006-3","022","28",45.367
"5389","07020022-1006","07","Chiapas","020","La Concordia","022-1","006","10",2311.8704
"5390","07027007-8034","07","Chiapas","027","Chiapa de Corzo","007-8","034","79",294.7617
"5391","07002006-4002","07","Chiapas","002","Acala","006-4","002","8",533.0977
"5392","07063001-7002","07","Chiapas","063","Osumacinta","001-7","002","1",2028.4252
"5393","07027008-2002","07","Chiapas","027","Chiapa de Corzo","008-2","002","3",114.9964
"5394","07020022-1014","07","Chiapas","020","La Concordia","022-1","014","1",293.381
"5395","07077005-0002","07","Chiapas","077","Salto de Agua","005-0","002","48",891.793
"5396","07005002-8003","07","Chiapas","005","Amatán","002-8","003","101",459.733
"5397","07107024-4003","07","Chiapas","107","Villa Corzo","024-4","003","10",1073.263
"5398","07114015-A003","07","Chiapas","114","Benemérito de las Américas","015-A","003","175",6217.4875
"5399","07059011-8004","07","Chiapas","059","Ocosingo","011-8","004","142",4197.6619
"5400","07089025-9004","07","Chiapas","089","Tapachula","025-9","004","73",496.9178
"5401","07069005-9007","07","Chiapas","069","Pijijiapan","005-9","007","9",979.1066
"5402","07107007-0004","07","Chiapas","107","Villa Corzo","007-0","004","11",1246.5618
"5403","07107009-A004","07","Chiapas","107","Villa Corzo","009-A","004","5",572.1674
"5404","07106014-3015","07","Chiapas","106","Venustiano Carranza","014-3","015","20",67.161
"5405","07017026-4006","07","Chiapas","017","Cintalapa","026-4","006","104",825.7814
"5406","07059032-A006","07","Chiapas","059","Ocosingo","032-A","006","69",722.6025
"5407","07086004-5006","07","Chiapas","086","Suchiapa","004-5","006","3",88.6716
"5408","07097017-6006","07","Chiapas","097","Tonalá","017-6","006","48",2653.4789
"5409","07065022-3008","07","Chiapas","065","Palenque","022-3","008","185",2453.9125
"5410","07059005-2009","07","Chiapas","059","Ocosingo","005-2","009","320",1744.154
"5411","07094003-2021","07","Chiapas","094","Teopisca","003-2","021","23",46.3371
"5412","07077014-A009","07","Chiapas","077","Salto de Agua","014-A","009","50",84.4995
"5413","07011002-5010","07","Chiapas","011","Bella Vista","002-5","010","5",54.4714
"5414","07061013-5010","07","Chiapas","061","Ocozocoautla de Espinosa","013-5","010","12",954.976
"5415","07096008-A010","07","Chiapas","096","Tila","008-A","010","29",91.4022
"5416","07108011-4010","07","Chiapas","108","Villaflores","011-4","010","63",97.5001
"5417","07097008-7001","07","Chiapas","097","Tonalá","008-7","001","1",251.6566
"5418","07020007-7012","07","Chiapas","020","La Concordia","007-7","012","9",1510.9489
"5419","07111002-0012","07","Chiapas","111","Zinacantán","002-0","012","1",924.8182
"5420","07046015-8013","07","Chiapas","046","Jiquipilas","015-8","013","20",855.4799
"5421","07004002-0001","07","Chiapas","004","Altamirano","002-0","001","1",20.1267
"5422","07002003-0015","07","Chiapas","002","Acala","003-0","015","35",832.8488
"5423","07069002-5007","07","Chiapas","069","Pijijiapan","002-5","007","17",401.7217
"5424","07054003-7015","07","Chiapas","054","Mazatán","003-7","015","1",1390.4215
"5425","07013002-A016","07","Chiapas","013","Bochil","002-A","016","67",117.4847
"5426","07107020-6016","07","Chiapas","107","Villa Corzo","020-6","016","16",917.6413
"5427","07107050-7016","07","Chiapas","107","Villa Corzo","050-7","016","2",206.2818
"5428","07108013-3019","07","Chiapas","108","Villaflores","013-3","019","3",53.4293
"5429","07005001-3020","07","Chiapas","005","Amatán","001-3","020","102",395.665
"5430","07050008-0020","07","Chiapas","050","La Libertad","008-0","020","61",178.7061
"5431","07083003-9004","07","Chiapas","083","Socoltenango","003-9","004","33",231.0839
"5432","07021004-0021","07","Chiapas","021","Copainalá","004-0","021","34",629.3638
"5433","07057005-8023","07","Chiapas","057","Motozintla","005-8","023","17",31.1522
"5434","07065003-0008","07","Chiapas","065","Palenque","003-0","008","9",861.3685
"5435","07108010-A024","07","Chiapas","108","Villaflores","010-A","024","40",116.9518
"5436","07067002-0006","07","Chiapas","067","Pantepec","002-0","006","17",241.8951
"5437","07019009-5009","07","Chiapas","019","Comitán de Domínguez","009-5","009","116",612.2731
"5438","07037005-5025","07","Chiapas","037","Huehuetán","005-5","025","16",313.3583
"5439","07027005-9029","07","Chiapas","027","Chiapa de Corzo","005-9","029","7",96.5297
"5440","07035001-2007","07","Chiapas","035","Frontera Hidalgo","001-2","007","386",1272.1533
"5441","07108027-5007","07","Chiapas","108","Villaflores","027-5","007","12",1633.6194
"5442","07108017-1007","07","Chiapas","108","Villaflores","017-1","007","202",2469.036
"5443","07009009-9008","07","Chiapas","009","Arriaga","009-9","008","2",390.2626
"5444","07099023-6010","07","Chiapas","099","La Trinitaria","023-6","010","13",693.8445
"5445","07052017-4014","07","Chiapas","052","Las Margaritas","017-4","014","3",627.8565
"5446","07059025-A013","07","Chiapas","059","Ocosingo","025-A","013","100",1198.2681
"5447","07068002-8014","07","Chiapas","068","Pichucalco","002-8","014","38",346.601
"5448","07059034-9021","07","Chiapas","059","Ocosingo","034-9","021","9",622.2187
"5449","07020007-7015","07","Chiapas","020","La Concordia","007-7","015","5",4573.9781
"5450","07107010-2015","07","Chiapas","107","Villa Corzo","010-2","015","4",661.8786
"5451","07020009-6017","07","Chiapas","020","La Concordia","009-6","017","113",3072.2553
"5452","07078011-3017","07","Chiapas","078","San Cristóbal de las Casas","011-3","017","49",522.3206
"5453","07081004-9026","07","Chiapas","081","Simojovel","004-9","026","32",651.424
"5454","07001002-9001","07","Chiapas","001","Acacoyagua","002-9","001","1",1747.303
"5455","07065030-8035","07","Chiapas","065","Palenque","030-8","035","140",1533.2479
"5456","07013004-9001","07","Chiapas","013","Bochil","004-9","001","29",276.0104
"5457","07017024-5036","07","Chiapas","017","Cintalapa","024-5","036","8",1359.9084
"5458","07083004-3037","07","Chiapas","083","Socoltenango","004-3","037","272",2298.9875
"5459","07006001-0002","07","Chiapas","006","Amatenango de la Frontera","001-0","002","1055",3887.7712
"5460","07039003-0032","07","Chiapas","039","Huitiupán","003-0","032","49",480.5234
"5461","07107014-0002","07","Chiapas","107","Villa Corzo","014-0","002","7",470.4861
"5462","07020023-6007","07","Chiapas","020","La Concordia","023-6","007","113",3109.8066
"5463","07099011-3004","07","Chiapas","099","La Trinitaria","011-3","004","994",3015.554
"5464","07011001-0006","07","Chiapas","011","Bella Vista","001-0","006","103",3374.1158
"5465","07076001-5006","07","Chiapas","076","Sabanilla","001-5","006","858",2506.6703
"5466","07059013-7009","07","Chiapas","059","Ocosingo","013-7","009","8",120.5776
"5467","07108008-2006","07","Chiapas","108","Villaflores","008-2","006","4",642.9492
"5468","07009004-6007","07","Chiapas","009","Arriaga","004-6","007","38",1017.875
"5469","07031013-6007","07","Chiapas","031","Chilón","013-6","007","95",718.979
"5470","07046009-2007","07","Chiapas","046","Jiquipilas","009-2","007","10",680.1755
"5471","07052027-8006","07","Chiapas","052","Las Margaritas","027-8","006","1",18.9466
"5472","07082001-2007","07","Chiapas","082","Sitalá","001-2","007","138",876.9624
"5473","07061010-1020","07","Chiapas","061","Ocozocoautla de Espinosa","010-1","020","21",44.8837
"5474","07020006-2008","07","Chiapas","020","La Concordia","006-2","008","25",182.3635
